time,N_1_x_No.1,N_1_y_No.1,N_1_z_No.1,N_2_x_No.1,N_2_y_No.1,N_2_z_No.1,C_3_x_No.1,C_3_y_No.1,C_3_z_No.1,H_4_x_No.1,H_4_y_No.1,H_4_z_No.1,H_5_x_No.1,H_5_y_No.1,H_5_z_No.1,H_6_x_No.1,H_6_y_No.1,H_6_z_No.1,C_7_x_No.1,C_7_y_No.1,C_7_z_No.1,H_8_x_No.1,H_8_y_No.1,H_8_z_No.1,H_9_x_No.1,H_9_y_No.1,H_9_z_No.1,H_10_x_No.1,H_10_y_No.1,H_10_z_No.1,N_1_x_No.2,N_1_y_No.2,N_1_z_No.2,N_2_x_No.2,N_2_y_No.2,N_2_z_No.2,C_3_x_No.2,C_3_y_No.2,C_3_z_No.2,H_4_x_No.2,H_4_y_No.2,H_4_z_No.2,H_5_x_No.2,H_5_y_No.2,H_5_z_No.2,H_6_x_No.2,H_6_y_No.2,H_6_z_No.2,C_7_x_No.2,C_7_y_No.2,C_7_z_No.2,H_8_x_No.2,H_8_y_No.2,H_8_z_No.2,H_9_x_No.2,H_9_y_No.2,H_9_z_No.2,H_10_x_No.2,H_10_y_No.2,H_10_z_No.2,N_1_x_No.3,N_1_y_No.3,N_1_z_No.3,N_2_x_No.3,N_2_y_No.3,N_2_z_No.3,C_3_x_No.3,C_3_y_No.3,C_3_z_No.3,H_4_x_No.3,H_4_y_No.3,H_4_z_No.3,H_5_x_No.3,H_5_y_No.3,H_5_z_No.3,H_6_x_No.3,H_6_y_No.3,H_6_z_No.3,C_7_x_No.3,C_7_y_No.3,C_7_z_No.3,H_8_x_No.3,H_8_y_No.3,H_8_z_No.3,H_9_x_No.3,H_9_y_No.3,H_9_z_No.3,H_10_x_No.3,H_10_y_No.3,H_10_z_No.3
367.0,-0.5100778286,-0.0472347966,-0.2527083926,0.5914611304,0.2839589711,0.4843380588,1.9849099634,0.1559594678,-0.1742219046,2.8952280372,0.3622992499,0.3701650903,2.2038735635,-0.8722235757,-0.4979898945,1.9093101976,1.0310532019,-0.9166312411,-2.0452117824,-0.4064186769,0.0802223706,-2.7571815707,0.3530080362,-0.2235628519,-2.1623391831,-1.0250336002,-0.9138397414,-2.3243822266,-1.1348832742,0.7378642168,-0.5100778286,-0.0472347966,-0.2527083926,0.5914611304,0.2839589711,0.4843380588,1.9849099634,0.1559594678,-0.1742219046,2.8952280372,0.3622992499,0.3701650903,2.2038735635,-0.8722235757,-0.4979898945,1.9093101976,1.0310532019,-0.9166312411,-2.0452117824,-0.4064186769,0.0802223706,-2.7571815707,0.3530080362,-0.2235628519,-2.1623391831,-1.0250336002,-0.9138397414,-2.3243822266,-1.1348832742,0.7378642168,-0.6132668103,0.442047302,0.0210600901,0.5028085343,-0.2276217,0.1744838904,1.9847887835,0.0445419925,0.0004019541,2.1421775702,1.1365822401,0.1475138175,2.671191219,-0.7058130893,0.5329397914,2.2322660777,-0.173946871,-1.0059359861,-1.8835291506,-0.2942745889,-0.1093345276,-1.8104909692,-0.9269600847,-0.9537002104,-2.0461389446,-1.0059543126,0.8542069652,-2.673192312,0.4990613373,-0.3155282808
368.0,-0.5028302421,-0.041017324,-0.2601697103,0.5833649982,0.2888371938,0.5115926601,1.9743881314,0.1381340906,-0.1833894115,2.8812786584,0.4655572363,0.3714252018,2.1781565254,-0.934126285,-0.5009668856,1.8901556653,1.0735185393,-1.0367961214,-2.0303719582,-0.4114354877,0.0842665752,-2.7616427822,0.3637657621,-0.2655836565,-2.1268058647,-0.9996591589,-0.9839828215,-2.3361720274,-1.1360988461,0.7576971982,-0.5028302421,-0.041017324,-0.2601697103,0.5833649982,0.2888371938,0.5115926601,1.9743881314,0.1381340906,-0.1833894115,2.8812786584,0.4655572363,0.3714252018,2.1781565254,-0.934126285,-0.5009668856,1.8901556653,1.0735185393,-1.0367961214,-2.0303719582,-0.4114354877,0.0842665752,-2.7616427822,0.3637657621,-0.2655836565,-2.1268058647,-0.9996591589,-0.9839828215,-2.3361720274,-1.1360988461,0.7576971982,-0.6159167255,0.4358127217,0.0349022531,0.5215435883,-0.2261998382,0.1725695876,1.9945467902,0.0505647748,-0.0002573152,2.1703288212,1.0840297299,0.1254539335,2.6070879385,-0.6975530989,0.5290260103,2.1940062221,-0.1369837675,-1.0092363072,-1.8952131358,-0.2946212015,-0.1189353505,-1.8568727209,-0.9368809418,-0.9897369764,-2.1395867349,-0.9977475256,0.9109048765,-2.6596850034,0.507406539,-0.3505697516
369.0,-0.4926276245,-0.0344189322,-0.2666147691,0.5726354031,0.2921048129,0.53837647,1.9623439246,0.1226250831,-0.1948582141,2.8512058243,0.5660589201,0.3793631241,2.1447298323,-0.9772699014,-0.5058866241,1.8764795237,1.080042958,-1.1400176202,-2.0140195943,-0.4159823253,0.0823580604,-2.7544108035,0.3740932739,-0.2897040476,-2.089469337,-0.966032338,-1.0251110139,-2.3474543864,-1.1412893014,0.7996366603,-0.4926276245,-0.0344189322,-0.2666147691,0.5726354031,0.2921048129,0.53837647,1.9623439246,0.1226250831,-0.1948582141,2.8512058243,0.5660589201,0.3793631241,2.1447298323,-0.9772699014,-0.5058866241,1.8764795237,1.080042958,-1.1400176202,-2.0140195943,-0.4159823253,0.0823580604,-2.7544108035,0.3740932739,-0.2897040476,-2.089469337,-0.966032338,-1.0251110139,-2.3474543864,-1.1412893014,0.7996366603,-0.6173436762,0.4288171741,0.0487941303,0.5397897044,-0.2247590007,0.1710144679,2.0021910731,0.0556757371,-0.0012629855,2.2037630351,1.0393219765,0.1134029932,2.5357934093,-0.6791653083,0.5298111922,2.1599753174,-0.1024328703,-1.0288241945,-1.9070188706,-0.2951674637,-0.1267517979,-1.9024308468,-0.9494146723,-1.0240368218,-2.2280384989,-0.9657044004,0.9354140592,-2.6378994311,0.5025114923,-0.3763828338
370.0,-0.4797048885,-0.0273423105,-0.2715157634,0.5595446195,0.2936217163,0.5638187867,1.9491050675,0.1100947137,-0.2082903879,2.8009180361,0.6543424959,0.385714703,2.1062027375,-0.995542923,-0.5084100118,1.8667277785,1.0473177235,-1.2192633337,-1.9967726867,-0.4202986657,0.0748387069,-2.7322601197,0.3801232576,-0.2935278858,-2.0523653493,-0.9275162361,-1.0327966974,-2.3534457283,-1.1410046022,0.850421495,-0.4797048885,-0.0273423105,-0.2715157634,0.5595446195,0.2936217163,0.5638187867,1.9491050675,0.1100947137,-0.2082903879,2.8009180361,0.6543424959,0.385714703,2.1062027375,-0.995542923,-0.5084100118,1.8667277785,1.0473177235,-1.2192633337,-1.9967726867,-0.4202986657,0.0748387069,-2.7322601197,0.3801232576,-0.2935278858,-2.0523653493,-0.9275162361,-1.0327966974,-2.3534457283,-1.1410046022,0.850421495,-0.6174185226,0.4207830552,0.0626588659,0.5568136413,-0.2230852591,0.1698821144,2.0066126711,0.0591811883,-0.0037845335,2.2455554573,1.0233830414,0.115801188,2.470160061,-0.662689311,0.5407521186,2.1326331306,-0.0725094839,-1.0616045058,-1.9188967528,-0.2963806449,-0.1330628116,-1.944890367,-0.9605437826,-1.0481814602,-2.3069859185,-0.9111027403,0.9244868379,-2.6119991399,0.489675439,-0.3936997651
371.0,-0.4643642789,-0.0197390985,-0.274411066,0.5443534412,0.2932826327,0.5871155041,1.9346953732,0.1012361619,-0.2231967393,2.7308389699,0.7224845363,0.384992908,2.0657486792,-0.9884624175,-0.5062219877,1.8592942597,0.9758409109,-1.2704820386,-1.9789675939,-0.4246556472,0.062624588,-2.695410915,0.3815047209,-0.2768207292,-2.0176153286,-0.8889564964,-1.0074552008,-2.3494980334,-1.1273401279,0.8973795806,-0.4643642789,-0.0197390985,-0.274411066,0.5443534412,0.2932826327,0.5871155041,1.9346953732,0.1012361619,-0.2231967393,2.7308389699,0.7224845363,0.384992908,2.0657486792,-0.9884624175,-0.5062219877,1.8592942597,0.9758409109,-1.2704820386,-1.9789675939,-0.4246556472,0.062624588,-2.695410915,0.3815047209,-0.2768207292,-2.0176153286,-0.8889564964,-1.0074552008,-2.3494980334,-1.1273401279,0.8973795806,-0.6160591034,0.4115207297,0.0764118016,0.5719615819,-0.2209904029,0.1692368456,2.0071442777,0.0615822874,-0.0091759296,2.2962628783,1.0416965355,0.1341140373,2.4212369988,-0.6604169761,0.5670155617,2.1136435356,-0.0482624055,-1.0987682218,-1.9306070181,-0.2987148259,-0.1380580931,-1.9820268423,-0.9678530875,-1.0569775835,-2.3727287186,-0.8373821075,0.8786824945,-2.588145151,0.4772390509,-0.4050516046
372.0,-0.4469832417,-0.0116198295,-0.2749378774,0.5273276767,0.2910344631,0.6075675982,1.9188818785,0.0967984185,-0.2391305726,2.6454688526,0.7655034769,0.3746682896,2.0268388044,-0.9614114776,-0.4985528259,1.8524706781,0.8682596827,-1.291112323,-1.9605573552,-0.4290547884,0.0470913988,-2.647139074,0.3810826736,-0.2414842968,-1.987413705,-0.8570570143,-0.9559440933,-2.3326382356,-1.0967353926,0.931441246,-0.4469832417,-0.0116198295,-0.2749378774,0.5273276767,0.2910344631,0.6075675982,1.9188818785,0.0967984185,-0.2391305726,2.6454688526,0.7655034769,0.3746682896,2.0268388044,-0.9614114776,-0.4985528259,1.8524706781,0.8682596827,-1.291112323,-1.9605573552,-0.4290547884,0.0470913988,-2.647139074,0.3810826736,-0.2414842968,-1.987413705,-0.8570570143,-0.9559440933,-2.3326382356,-1.0967353926,0.931441246,-0.6132446856,0.4009292695,0.0899716932,0.5846915593,-0.2183383487,0.1691321525,2.0042285967,0.0642497737,-0.0178870675,2.3509143984,1.0791438445,0.1657390341,2.3925659507,-0.6750506377,0.6067877198,2.1042727031,-0.0300748316,-1.130846211,-1.9418034778,-0.3023851795,-0.1419160986,-2.0120083589,-0.9708822826,-1.0488804056,-2.4229868598,-0.7504484845,0.8032840408,-2.5724374221,0.4746045583,-0.4144517026
373.0,-0.428045973,-0.003071262,-0.2728864213,0.5087643571,0.2868915695,0.6246187372,1.9012605977,0.0974641114,-0.2556595745,2.5526553238,0.7822595689,0.3551321447,1.9930518376,-0.9260837055,-0.4856119085,1.8442030893,0.7302272751,-1.2809099423,-1.9411245428,-0.4330966332,0.0303691283,-2.5932474344,0.3844754803,-0.1914062911,-1.9640551045,-0.8415940593,-0.8955176975,-2.3017008085,-1.0497306606,0.9476286237,-0.428045973,-0.003071262,-0.2728864213,0.5087643571,0.2868915695,0.6246187372,1.9012605977,0.0974641114,-0.2556595745,2.5526553238,0.7822595689,0.3551321447,1.9930518376,-0.9260837055,-0.4856119085,1.8442030893,0.7302272751,-1.2809099423,-1.9411245428,-0.4330966332,0.0303691283,-2.5932474344,0.3844754803,-0.1914062911,-1.9640551045,-0.8415940593,-0.8955176975,-2.3017008085,-1.0497306606,0.9476286237,-0.6090336761,0.3889863291,0.1032729424,0.5946133749,-0.2150670744,0.1696055753,1.9991335322,0.0680207799,-0.0291390509,2.4015704149,1.1150889866,0.205456289,2.3806168353,-0.6976080959,0.6492998176,2.1052447623,-0.017836686,-1.1510491192,-1.9521022015,-0.3068890478,-0.145239974,-2.0336362853,-0.9711256948,-1.0258739459,-2.4591803146,-0.6599262089,0.7118974713,-2.5673440801,0.487930396,-0.4260255064
374.0,-0.4081934594,0.0057229882,-0.2682755158,0.4890312865,0.2809469003,0.6379052093,1.8813340352,0.1033758084,-0.2721128945,2.4631898801,0.7765933653,0.3299793675,1.9677288069,-0.898964393,-0.4674230314,1.8317201986,0.5733112807,-1.246306813,-1.9200089396,-0.4358520148,0.0154206786,-2.5404530237,0.3983486764,-0.1318573171,-1.949903602,-0.855769967,-0.8552979924,-2.2571076844,-0.9902131871,0.9452436492,-0.4081934594,0.0057229882,-0.2682755158,0.4890312865,0.2809469003,0.6379052093,1.8813340352,0.1033758084,-0.2721128945,2.4631898801,0.7765933653,0.3299793675,1.9677288069,-0.898964393,-0.4674230314,1.8317201986,0.5733112807,-1.246306813,-1.9200089396,-0.4358520148,0.0154206786,-2.5404530237,0.3983486764,-0.1318573171,-1.949903602,-0.855769967,-0.8552979924,-2.2571076844,-0.9902131871,0.9452436492,-0.6035834887,0.3757348726,0.1162742237,0.6015167439,-0.2111998816,0.170676291,1.9931538475,0.0729788584,-0.0415914683,2.4412521089,1.1351301248,0.2476141908,2.3800812297,-0.7162615031,0.681578673,2.1165892285,-0.0110587886,-1.1563237677,-1.9608451114,-0.3106387088,-0.1495950966,-2.0464875913,-0.9720826518,-0.9933188162,-2.4909495591,-0.579644689,0.6311319562,-2.5695331676,0.5164573312,-0.4424635867
375.0,-0.3882702387,0.0144734032,-0.2614296868,0.4686279294,0.2733766871,0.6473194757,1.8586111522,0.1131548985,-0.286867951,2.3902197373,0.7584402734,0.3061805135,1.953372417,-0.8943015316,-0.4418585177,1.8111209909,0.4185418402,-1.2109551805,-1.896564843,-0.4361727637,0.0044152565,-2.4933673886,0.4265410837,-0.0685159608,-1.947181799,-0.9090220824,-0.8587507281,-2.2008206079,-0.9249841316,0.9288397548,-0.3882702387,0.0144734032,-0.2614296868,0.4686279294,0.2733766871,0.6473194757,1.8586111522,0.1131548985,-0.286867951,2.3902197373,0.7584402734,0.3061805135,1.953372417,-0.8943015316,-0.4418585177,1.8111209909,0.4185418402,-1.2109551805,-1.896564843,-0.4361727637,0.0044152565,-2.4933673886,0.4265410837,-0.0685159608,-1.947181799,-0.9090220824,-0.8587507281,-2.2008206079,-0.9249841316,0.9288397548,-0.597159536,0.3612783261,0.1289534712,0.6053718041,-0.2068438315,0.1723399578,1.9872400834,0.0789102299,-0.0539249879,2.4653252652,1.1324686283,0.2873314432,2.3868141463,-0.7229400114,0.6942768739,2.1376888492,-0.0090552308,-1.1474765464,-1.9669017868,-0.3114909608,-0.1570475635,-2.0509139454,-0.9791532189,-0.9593800369,-2.5362336199,-0.522466691,0.5944352281,-2.5719925349,0.5535672751,-0.4647550399
376.0,-0.3693387106,0.0227998824,-0.2530371419,0.4482623413,0.2644333664,0.6530848585,1.8327784217,0.1236982151,-0.2967120055,2.3470019567,0.7424210233,0.2922845246,1.9509456194,-0.9143131559,-0.4039900499,1.7776443218,0.2906030005,-1.2222883981,-1.8704747258,-0.433665976,-0.0038189352,-2.4523937208,0.4666096593,-0.0069380921,-1.9565133867,-0.9926229722,-0.8951627278,-2.1363958097,-0.8633701859,0.9093738716,-0.3693387106,0.0227998824,-0.2530371419,0.4482623413,0.2644333664,0.6530848585,1.8327784217,0.1236982151,-0.2967120055,2.3470019567,0.7424210233,0.2922845246,1.9509456194,-0.9143131559,-0.4039900499,1.7776443218,0.2906030005,-1.2222883981,-1.8704747258,-0.433665976,-0.0038189352,-2.4523937208,0.4666096593,-0.0069380921,-1.9565133867,-0.9926229722,-0.8951627278,-2.1363958097,-0.8633701859,0.9093738716,-0.5901171404,0.3457879857,0.1412897,0.6063202849,-0.2021804868,0.1745625006,1.9819864289,0.0855511478,-0.0649860416,2.4713784057,1.1060140899,0.3208686882,2.3980670751,-0.7142968877,0.6828516835,2.1674793713,-0.0111006374,-1.1289901984,-1.9700475942,-0.3080877401,-0.1676845899,-2.0477845602,-0.9984516805,-0.932831738,-2.6015131492,-0.489706013,0.6113368904,-2.5679299215,0.59081941,-0.4928223538
377.0,-0.3526616081,0.0302615184,-0.2441835342,0.4289040195,0.2544290769,0.6558282092,1.8038531778,0.132643748,-0.3001208654,2.3416115721,0.7405486243,0.29262915,1.9594334305,-0.9481820035,-0.3492293191,1.7290336055,0.1949559467,-1.3040206824,-1.841882524,-0.4285464031,-0.0123689152,-2.4148503697,0.510662544,0.0475019242,-1.9753761629,-1.0844008434,-0.9347355628,-2.0682588591,-0.8154725242,0.9021931457,-0.3526616081,0.0302615184,-0.2441835342,0.4289040195,0.2544290769,0.6558282092,1.8038531778,0.132643748,-0.3001208654,2.3416115721,0.7405486243,0.29262915,1.9594334305,-0.9481820035,-0.3492293191,1.7290336055,0.1949559467,-1.3040206824,-1.841882524,-0.4285464031,-0.0123689152,-2.4148503697,0.510662544,0.0475019242,-1.9753761629,-1.0844008434,-0.9347355628,-2.0682588591,-0.8154725242,0.9021931457,-0.5828853046,0.3295071781,0.1532551251,0.6046738805,-0.1974597012,0.1772790544,1.9776641846,0.0926226812,-0.0738418133,2.4590686456,1.0592449404,0.3458830857,2.4121531636,-0.6909898008,0.6470487969,2.204664445,-0.0164637553,-1.1081269604,-1.971845768,-0.3002124077,-0.1791990651,-2.0380311267,-1.0332418472,-0.9182517788,-2.6699635767,-0.4733661512,0.6582030488,-2.5528993558,0.6207614191,-0.5258843422
378.0,-0.3396401492,0.0364030525,-0.2363162353,0.4117637948,0.2437273347,0.6565583457,1.7723649995,0.1392996451,-0.299852779,2.3710014083,0.7534702389,0.3010685049,1.9759224785,-0.979997288,-0.2771727151,1.6691597161,0.1233216912,-1.4152975133,-1.811294493,-0.4210310825,-0.0231976229,-2.3777238539,0.5494949014,0.0900324029,-1.9993647308,-1.1648982047,-0.9562050781,-1.9993713679,-0.7877260667,0.9180006569,-0.3396401492,0.0364030525,-0.2363162353,0.4117637948,0.2437273347,0.6565583457,1.7723649995,0.1392996451,-0.299852779,2.3710014083,0.7534702389,0.3010685049,1.9759224785,-0.979997288,-0.2771727151,1.6691597161,0.1233216912,-1.4152975133,-1.811294493,-0.4210310825,-0.0231976229,-2.3777238539,0.5494949014,0.0900324029,-1.9993647308,-1.1648982047,-0.9562050781,-1.9993713679,-0.7877260667,0.9180006569,-0.5759716563,0.3127480276,0.1648266484,0.6009159714,-0.1930003205,0.1804019869,1.9741919573,0.0997720138,-0.0800381583,2.4305257858,1.0005592943,0.3621079753,2.4284777631,-0.6575120103,0.5907433688,2.2476521531,-0.0241819068,-1.0924855661,-1.9738693688,-0.2883973756,-0.1897356782,-2.0223755302,-1.0799116055,-0.9123163472,-2.7224190713,-0.4660844846,0.7084795299,-2.5252518247,0.6381846819,-0.5626801634
379.0,-0.3316542779,0.0408255282,-0.2310679653,0.3981499868,0.2327202773,0.656478565,1.7395979392,0.1435545273,-0.2979439977,2.4216986328,0.7721212611,0.3038654364,1.9962817335,-0.996032554,-0.1920807759,1.6040777693,0.071937239,-1.5122794336,-1.7794644094,-0.4115616331,-0.0360913213,-2.3393375811,0.575919809,0.1171595691,-2.0239083929,-1.2220202782,-0.9503579361,-1.9297506047,-0.7792583223,0.9529019989,-0.3316542779,0.0408255282,-0.2310679653,0.3981499868,0.2327202773,0.656478565,1.7395979392,0.1435545273,-0.2979439977,2.4216986328,0.7721212611,0.3038654364,1.9962817335,-0.996032554,-0.1920807759,1.6040777693,0.071937239,-1.5122794336,-1.7794644094,-0.4115616331,-0.0360913213,-2.3393375811,0.575919809,0.1171595691,-2.0239083929,-1.2220202782,-0.9503579361,-1.9297506047,-0.7792583223,0.9529019989,-0.569955968,0.2958869646,0.1759973959,0.5956978823,-0.1891889275,0.1838348718,1.9710620416,0.106472494,-0.0840422775,2.3912067547,0.9444634692,0.3726482191,2.4481150453,-0.6226546823,0.5222117789,2.2939681447,-0.0325177166,-1.0864822893,-1.9767365989,-0.2737709741,-0.1987305994,-2.0016478146,-1.1288916525,-0.9066854571,-2.7485871998,-0.4630091087,0.745987165,-2.4860946456,0.6410621162,-0.6020508584
380.0,-0.329777834,0.0432714011,-0.2299135411,0.3891843936,0.2217639731,0.6566758246,1.7071732721,0.1455629134,-0.294621925,2.477509115,0.787036312,0.2892608718,2.0162172533,-0.9880551891,-0.1007644037,1.5386567524,0.0391759434,-1.5727645909,-1.7471693833,-0.4008813782,-0.0494125668,-2.2996424273,0.5859356268,0.1270517131,-2.0449619792,-1.2492712486,-0.9154232305,-1.8585894578,-0.7840621879,0.9919260437,-0.329777834,0.0432714011,-0.2299135411,0.3891843936,0.2217639731,0.6566758246,1.7071732721,0.1455629134,-0.294621925,2.477509115,0.787036312,0.2892608718,2.0162172533,-0.9880551891,-0.1007644037,1.5386567524,0.0391759434,-1.5727645909,-1.7471693833,-0.4008813782,-0.0494125668,-2.2996424273,0.5859356268,0.1270517131,-2.0449619792,-1.2492712486,-0.9154232305,-1.8585894578,-0.7840621879,0.9919260437,-0.5654591183,0.2793512251,0.1867818303,0.5898129727,-0.1864675216,0.1874824465,1.9673664827,0.1120146149,-0.0873900557,2.3497540571,0.9106766016,0.3847340617,2.4743035035,-0.5989056393,0.4532528891,2.3396552502,-0.0385176552,-1.0896127453,-1.9802660306,-0.257806053,-0.2061610782,-1.9771939885,-1.1696393795,-0.8937551799,-2.7451119517,-0.4606271855,0.7624988173,-2.4391075259,0.6313435048,-0.6437674209
381.0,-0.3344291831,0.0437042028,-0.2337544702,0.3854769609,0.211103474,0.657749776,1.6765315289,0.145570756,-0.2895670867,2.5250888071,0.7929951758,0.2516613932,2.0321266177,-0.9536142334,-0.0104529493,1.4764700257,0.023297107,-1.587759397,-1.7150477442,-0.3898278403,-0.0613479434,-2.2601279945,0.5789835919,0.1196481797,-2.0592584495,-1.2441769548,-0.8540714021,-1.7865058129,-0.7953975191,1.0204312012,-0.3344291831,0.0437042028,-0.2337544702,0.3854769609,0.211103474,0.657749776,1.6765315289,0.145570756,-0.2895670867,2.5250888071,0.7929951758,0.2516613932,2.0321266177,-0.9536142334,-0.0104529493,1.4764700257,0.023297107,-1.587759397,-1.7150477442,-0.3898278403,-0.0613479434,-2.2601279945,0.5789835919,0.1196481797,-2.0592584495,-1.2441769548,-0.8540714021,-1.7865058129,-0.7953975191,1.0204312012,-0.56308174,0.2635889187,0.1972192409,0.5841189315,-0.1853013234,0.191246698,1.9623042408,0.1158569286,-0.0918436647,2.3138708814,0.915268336,0.4059709335,2.5105927046,-0.5974826922,0.3947867023,2.3796186202,-0.0383728493,-1.0982898104,-1.9837918944,-0.2420713584,-0.2119708018,-1.950782356,-1.1943968025,-0.869508127,-2.7126600644,-0.4560250788,0.7544345455,-2.3899743155,0.6150599866,-0.689252551
382.0,-0.3451028937,0.0423511055,-0.2426584343,0.3869186764,0.2008426677,0.6595659104,1.6487322465,0.1438977438,-0.2825511816,2.5551500315,0.7888332131,0.1906393765,2.0416707713,-0.895390621,0.0725126253,1.4203870059,0.0222321527,-1.5543926468,-1.6836186539,-0.3791926597,-0.0704364036,-2.2238940949,0.5583036866,0.096700222,-2.0647978822,-1.2084749465,-0.7728295869,-1.7155846045,-0.8078330102,1.0297852567,-0.3451028937,0.0423511055,-0.2426584343,0.3869186764,0.2008426677,0.6595659104,1.6487322465,0.1438977438,-0.2825511816,2.5551500315,0.7888332131,0.1906393765,2.0416707713,-0.895390621,0.0725126253,1.4203870059,0.0222321527,-1.5543926468,-1.6836186539,-0.3791926597,-0.0704364036,-2.2238940949,0.5583036866,0.096700222,-2.0647978822,-1.2084749465,-0.7728295869,-1.7155846045,-0.8078330102,1.0297852567,-0.5633096552,0.2490228004,0.2073773834,0.5794031623,-0.1861201845,0.1950131211,1.9560884235,0.118157728,-0.0979095095,2.2843032703,0.9566590076,0.4357777079,2.5556519596,-0.6198567233,0.3509356842,2.4087514498,-0.028511418,-1.1088457588,-1.9864113127,-0.2279631346,-0.2160103767,-1.9242112047,-1.1994765494,-0.8335932231,-2.6550436217,-0.4467681121,0.7219825169,-2.3448713165,0.600406857,-0.7413541287
383.0,-0.3603214579,0.0396890093,-0.2559411981,0.392705779,0.1909837792,0.6613234706,1.6244251819,0.1410067135,-0.2735579968,2.562135249,0.776356572,0.1091820127,2.0443290394,-0.8207916062,0.1435793247,1.3728360411,0.0334425898,-1.473793452,-1.65331951,-0.3695699499,-0.0754439968,-2.1957389216,0.5312532668,0.0617075406,-2.0622101846,-1.1503778746,-0.6832838723,-1.6486376661,-0.8174678132,1.0175030268,-0.3603214579,0.0396890093,-0.2559411981,0.392705779,0.1909837792,0.6613234706,1.6244251819,0.1410067135,-0.2735579968,2.562135249,0.776356572,0.1091820127,2.0443290394,-0.8207916062,0.1435793247,1.3728360411,0.0334425898,-1.473793452,-1.65331951,-0.3695699499,-0.0754439968,-2.1957389216,0.5312532668,0.0617075406,-2.0622101846,-1.1503778746,-0.6832838723,-1.6486376661,-0.8174678132,1.0175030268,-0.5664005979,0.235999012,0.2173528407,0.5762436232,-0.1892462542,0.198644967,1.9499174248,0.1195910928,-0.104670659,2.2565880445,1.0168235612,0.4646621235,2.6013271212,-0.6562366678,0.3191581064,2.4229180234,-0.0065615416,-1.1188834407,-1.9871298665,-0.2162276612,-0.2184392973,-1.8989151603,-1.1855757723,-0.7886909786,-2.5803592054,-0.431395706,0.6709306268,-2.3080730355,0.5930091705,-0.802003289
384.0,-0.3778192609,0.0363898579,-0.2725441222,0.4015656915,0.1815068242,0.6619095279,1.6038664601,0.1375702826,-0.2626206955,2.5442373962,0.7598373746,0.0126830437,2.0420629427,-0.7416877468,0.200889271,1.3352755388,0.0533864084,-1.3531440869,-1.6244725548,-0.3610068086,-0.0750443828,-2.1814603792,0.5081853341,0.0193689476,-2.0573502959,-1.0881064188,-0.6036966604,-1.5886353813,-0.8218003159,0.9861511877,-0.3778192609,0.0363898579,-0.2725441222,0.4015656915,0.1815068242,0.6619095279,1.6038664601,0.1375702826,-0.2626206955,2.5442373962,0.7598373746,0.0126830437,2.0420629427,-0.7416877468,0.200889271,1.3352755388,0.0533864084,-1.3531440869,-1.6244725548,-0.3610068086,-0.0750443828,-2.1814603792,0.5081853341,0.0193689476,-2.0573502959,-1.0881064188,-0.6036966604,-1.5886353813,-0.8218003159,0.9861511877,-0.572288809,0.2247499163,0.2272615308,0.5749089594,-0.1948434482,0.2019939952,1.9449967813,0.120776957,-0.110930179,2.2271880247,1.0759217567,0.4826054215,2.6376274119,-0.693338452,0.2953051147,2.4194965527,0.0282824684,-1.1272313635,-1.9847766247,-0.2064705124,-0.2204219508,-1.8756516876,-1.1581479206,-0.7400810739,-2.5036448745,-0.4106671082,0.6172746515,-2.2805767294,0.5918012682,-0.86885844
385.0,-0.3948615645,0.0332544763,-0.2914624936,0.4120457271,0.1724366235,0.6603145531,1.5870421475,0.1344443533,-0.2492097851,2.5041759103,0.7460490807,-0.0916227217,2.0396676225,-0.6730750621,0.245853094,1.3058999041,0.0765537618,-1.2132135684,-1.5974565611,-0.3527958001,-0.0678897139,-2.1852639672,0.4980898688,-0.0256442677,-2.0621422101,-1.0479404676,-0.5559985938,-1.5382946304,-0.8198944112,0.9428264214,-0.3948615645,0.0332544763,-0.2914624936,0.4120457271,0.1724366235,0.6603145531,1.5870421475,0.1344443533,-0.2492097851,2.5041759103,0.7460490807,-0.0916227217,2.0396676225,-0.6730750621,0.245853094,1.3058999041,0.0765537618,-1.2132135684,-1.5974565611,-0.3527958001,-0.0678897139,-2.1852639672,0.4980898688,-0.0256442677,-2.0621422101,-1.0479404676,-0.5559985938,-1.5382946304,-0.8198944112,0.9428264214,-0.5805502449,0.2153870671,0.2372174702,0.5753112693,-0.2029112484,0.2049205877,1.9419708537,0.1221325828,-0.1158654551,2.1953135005,1.1202961208,0.4838403645,2.6574366805,-0.7206830851,0.276334288,2.3976403895,0.0753228719,-1.1338257496,-1.9778749307,-0.1971957132,-0.2243929103,-1.8543193912,-1.1275990998,-0.6951603959,-2.4473319355,-0.3884976927,0.5898788266,-2.2612250385,0.5906430962,-0.9350920161
