time,N_1_x,N_1_y,N_1_z,N_2_x,N_2_y,N_2_z,C_3_x,C_3_y,C_3_z,H_4_x,H_4_y,H_4_z,H_5_x,H_5_y,H_5_z,H_6_x,H_6_y,H_6_z,C_7_x,C_7_y,C_7_z,H_8_x,H_8_y,H_8_z,H_9_x,H_9_y,H_9_z,H_10_x,H_10_y,H_10_z
112.0,-0.5424149283,0.2381536537,0.4977847982,0.5014110856,-0.2283080669,-0.0633336794,1.8417306509,0.194109578,-0.1993571289,2.0615401326,0.9891686912,-0.9366445672,2.2556613243,0.6736770868,0.6985609617,2.1794125378,-0.72168999,-0.6291507499,-1.8163041896,-0.291583888,-0.0735539914,-2.538720337,0.5063873815,-0.0735590546,-1.6193206669,-0.3580418963,-1.1974642003,-1.9090773738,-1.2494410118,0.0539848687
113.0,-0.5499343601,0.2384926596,0.5101867901,0.4905989069,-0.224478269,-0.0488563168,1.8563915271,0.1897204088,-0.2260558978,2.0995173069,1.0156130229,-0.9938600843,2.2992919279,0.6772203014,0.7873677906,2.2213500753,-0.7052713629,-0.5698949997,-1.8211944516,-0.2989597612,-0.0846910429,-2.5340181221,0.5363667754,-0.0811731395,-1.6166266246,-0.3462175779,-1.2038982835,-1.9017812815,-1.2555431274,0.0541289737
114.0,-0.5583210156,0.2385660905,0.5222813137,0.4802968121,-0.2204199803,-0.0343347273,1.8707686148,0.1888169501,-0.2512225922,2.1267261568,1.0287269213,-1.0422769715,2.3341075269,0.6611778486,0.8531305946,2.2855457442,-0.7047226912,-0.5133470564,-1.8235616834,-0.3004877835,-0.0995654068,-2.5346159706,0.5514665976,-0.076666248,-1.6148676413,-0.3308333698,-1.1993126731,-1.9126249117,-1.3121573624,0.0780005661
115.0,-0.5676582423,0.2384186719,0.5340475482,0.4714341536,-0.2162246192,-0.0201613365,1.8845967072,0.1918913722,-0.2738370498,2.1422505672,1.0232647789,-1.0757726824,2.3561509393,0.6274751251,0.8848588443,2.3684719368,-0.7226310763,-0.4621536361,-1.8238999305,-0.2985651385,-0.117085549,-2.5390071357,0.5486007376,-0.060883238,-1.6134617898,-0.3138497974,-1.1871974793,-1.9380104336,-1.3849983336,0.1180475012
116.0,-0.5779941958,0.2380867515,0.5454397078,0.4647318527,-0.2120180022,-0.0066716757,1.8981533992,0.1976732566,-0.2934227532,2.1462427103,0.9982882623,-1.092336957,2.3639658542,0.5807347649,0.8782290901,2.4588905801,-0.7468501078,-0.4155429319,-1.8227407163,-0.2956284592,-0.1356055703,-2.5470342238,0.5279806863,-0.0352665245,-1.6113192302,-0.2975175257,-1.1746381738,-1.9729670307,-1.4424752401,0.1643659471
117.0,-0.5893048593,0.2375784787,0.5563709568,0.4606393812,-0.2079174958,0.0058920155,1.9119485052,0.2042519252,-0.3094037376,2.1400382735,0.9571965741,-1.0941624957,2.3573556712,0.5266757615,0.8325861368,2.543089658,-0.7626398193,-0.3741671794,-1.8205561667,-0.2930936789,-0.1533298121,-2.5594218998,0.492268635,-0.0018475692,-1.6070536064,-0.283780139,-1.1711680805,-2.0126110285,-1.468037957,0.2083545951
118.0,-0.6014642069,0.2368711862,0.5667124464,0.4593343512,-0.2040139457,0.0173967165,1.9261948506,0.2097625165,-0.3209859299,2.1264782892,0.9083249562,-1.088688057,2.3374837219,0.4720806759,0.7512142137,2.6104865137,-0.7615290143,-0.3408264263,-1.8177155893,-0.2916913647,-0.1687680969,-2.5771919013,0.445686622,0.0368194379,-1.5999041677,-0.273765367,-1.1843136826,-2.0524587949,-1.4558892781,0.2434890189
119.0,-0.614240269,0.2359197146,0.576303984,0.4607614863,-0.2003749304,0.0278241589,1.9405299401,0.2123997013,-0.3276091879,2.1097136637,0.8645089646,-1.0888889862,2.3083997921,0.4257017966,0.6455383279,2.6550755948,-0.7419537608,-0.3190616891,-1.8144694797,-0.2917467144,-0.1812019286,-2.6007938816,0.3930329295,0.0776699141,-1.5909139261,-0.2677652218,-1.2140582942,-2.0883690676,-1.4067530114,0.2651635439
120.0,-0.6273151096,0.2346720035,0.5849698377,0.4646968528,-0.1970588509,0.0372672341,1.9538422226,0.2105626767,-0.3303358638,2.0934487551,0.8378858364,-1.1080886084,2.2807111681,0.3999006026,0.5451687824,2.674915265,-0.7074310224,-0.3119243515,-1.811013785,-0.2931765801,-0.1907404642,-2.6291567874,0.3388995801,0.1170302287,-1.5829526488,-0.2655964599,-1.2522941137,-2.1166510807,-1.3267809286,0.2708083794
121.0,-0.6403140555,0.2330838214,0.592536381,0.470824753,-0.1941232321,0.0459025256,1.9642611464,0.2034350983,-0.3333304243,2.0786623125,0.830945388,-1.1487582052,2.2736798201,0.411175364,0.5035494464,2.6716306615,-0.6651664648,-0.3210667866,-1.8075442273,-0.2953118677,-0.1979899051,-2.6594181687,0.2875881802,0.1506778724,-1.5793659224,-0.2669224288,-1.2878962677,-2.134904214,-1.2292265839,0.2609633891
122.0,-0.6528376015,0.2311199733,0.5988512816,0.4787990244,-0.1916162891,0.0539322565,1.9705798026,0.191898073,-0.3397947797,2.0641450834,0.8358360183,-1.2002198646,2.2968403457,0.4694337961,0.5471893186,2.6507562061,-0.6257551223,-0.3461754654,-1.8040977975,-0.2966307674,-0.2038799908,-2.6878167255,0.2434811467,0.1744278796,-1.5826416318,-0.2713804278,-1.3117211089,-2.144191905,-1.1377483631,0.2416710989
123.0,-0.6644933797,0.2287493468,0.6037920839,0.4882796524,-0.1895624218,0.0615399287,1.973379743,0.1792593898,-0.3471460859,2.0485377836,0.8422917055,-1.2485464773,2.3335622146,0.5612792154,0.6284787358,2.6226310496,-0.6033419365,-0.3848967503,-1.8003162653,-0.2948139828,-0.2096482666,-2.7109809111,0.2108368843,0.1850375215,-1.5938042017,-0.2785247211,-1.3188301145,-2.1511278561,-1.0854721962,0.2256981873
124.0,-0.6749089814,0.2259530659,0.6072601172,0.4989592402,-0.1879528987,0.0688918506,1.9729379727,0.1692835287,-0.352546655,2.0311999121,0.8427037166,-1.2832030819,2.3677694236,0.6644721474,0.698883214,2.5997757668,-0.6119015038,-0.4335997724,-1.7959121984,-0.2882785571,-0.2160676576,-2.7264385946,0.192724436,0.1807666977,-1.6122126099,-0.2876218453,-1.3092369165,-2.162253247,-1.0959078522,0.2236424859
125.0,-0.6837331634,0.2227372784,0.6091764698,0.510545051,-0.1867509927,0.0761553068,1.9693475535,0.1639662209,-0.3550391973,2.0121502184,0.8332856372,-1.2985221138,2.3928733956,0.762229559,0.7364696491,2.5871548419,-0.6542015073,-0.4882605661,-1.7916684737,-0.2781749131,-0.2222464841,-2.7324487888,0.190040666,0.161457184,-1.6355388834,-0.2975880308,-1.2883669802,-2.1726310923,-1.1583594904,0.2300860063
126.0,-0.6906457552,0.2191293515,0.6094802421,0.5227148377,-0.185906017,0.0835100484,1.9633892998,0.1630567874,-0.3547015304,1.9917388895,0.8136978959,-1.2933653414,2.4069875186,0.843925085,0.734368368,2.5775683789,-0.7162713003,-0.5435105488,-1.7888721884,-0.2671171116,-0.2263763175,-2.7282602106,0.2015554572,0.1286154859,-1.6601753704,-0.307383086,-1.2664593874,-2.1718269324,-1.2426164443,0.2318667356
127.0,-0.6953665621,0.2151699346,0.6081344663,0.5350888415,-0.1853705626,0.0911485333,1.9560665144,0.1652314419,-0.351916404,1.9704119027,0.7865179703,-1.2709537736,2.4098018281,0.9027461096,0.6920457902,2.5607965327,-0.7782478689,-0.5928073683,-1.7882431744,-0.2571866888,-0.2271128916,-2.715069008,0.2250156031,0.0855648945,-1.682190271,-0.3164436883,-1.2551410949,-2.1544844446,-1.3232936219,0.2208915255
128.0,-0.6976545238,0.2109154909,0.605142537,0.5472267238,-0.1851153742,0.0992748684,1.9480647848,0.1691550763,-0.3468984071,1.9485156678,0.757007025,-1.2393256645,2.4016446137,0.9341167093,0.6121238585,2.5311175095,-0.8249917578,-0.630427546,-1.7897433563,-0.2496583664,-0.2241943386,-2.6966148252,0.2584115283,0.037161709,-1.6984417967,-0.32448584,-1.2609234422,-2.1208063677,-1.3846063517,0.1950622145
129.0,-0.697305045,0.2064424925,0.6005609286,0.5586390168,-0.1851352127,0.1081083234,1.9397098378,0.1737208215,-0.3396258932,1.9259981224,0.7324544287,-1.2111807166,2.3837277808,0.9355936295,0.5004292154,2.4877295083,-0.848096484,-0.6525196027,-1.7928326349,-0.2453331634,-0.2185234096,-2.6782268837,0.3004012648,-0.0112568283,-1.7070910551,-0.3308318364,-1.2807924302,-2.0740115392,-1.417561393,0.1557090153
130.0,-0.6941527609,0.201844879,0.5944950057,0.5688123855,-0.1854414216,0.117888215,1.9309738941,0.1779596843,-0.3303815086,1.9020995498,0.7194210105,-1.2002204832,2.3597180881,0.9092706206,0.3687364701,2.4331539893,-0.8445493229,-0.6571191365,-1.7968488434,-0.2446532701,-0.2116559993,-2.664094659,0.3493163875,-0.0553070524,-1.7073894845,-0.3341874882,-1.305231104,-2.0188062679,-1.4177967142,0.1059959205
131.0,-0.6880826778,0.1972265209,0.5870821047,0.5772585821,-0.1860399089,0.1288709487,1.9211470279,0.1807357253,-0.3208640579,1.8755113654,0.7191128335,-1.2133515017,2.3398736355,0.8690018242,0.2402590435,2.3722797057,-0.8159854297,-0.6441565441,-1.8012905834,-0.247523422,-0.2051422383,-2.6546760347,0.4014536381,-0.0922968584,-1.6993435574,-0.3330373827,-1.3245818658,-1.9608954481,-1.3855195061,0.0504104714
132.0,-0.6790529975,0.192696304,0.5784769997,0.5835876601,-0.1869080564,0.1413066488,1.908246974,0.1801730725,-0.3146009396,1.8452187285,0.7261139656,-1.2463804579,2.3464173198,0.8492570554,0.1511676827,2.3122853694,-0.769812549,-0.6160999093,-1.8058024289,-0.2530320795,-0.2002391526,-2.6469536538,0.4506394343,-0.1208003414,-1.6835123062,-0.3260485178,-1.3327112202,-1.9069163785,-1.3278803451,-0.0051611883
133.0,-0.6671317346,0.1883693843,0.5688486486,0.5875517384,-0.1880147663,0.1553989678,1.8900963829,0.1756965797,-0.3141338954,1.8112126825,0.7326224194,-1.2887186432,2.3991506843,0.8799965709,0.1234607487,2.2631111233,-0.7224942658,-0.5791665672,-1.8099710274,-0.2591524758,-0.1979157865,-2.6370920762,0.4898105798,-0.1399328311,-1.6608614902,-0.3122769273,-1.3275979451,-1.8640786945,-1.2637709905,-0.0533695382
134.0,-0.6525369396,0.1843707515,0.5583818084,0.5890351627,-0.1893862315,0.1712692507,1.8672838746,0.1719181581,-0.3181855306,1.7744782162,0.7323187685,-1.3296436223,2.4810988391,0.9378482195,0.1374173155,2.2370792889,-0.700153372,-0.542790253,-1.8132548231,-0.2627437307,-0.1988301581,-2.6227923541,0.513248854,-0.1490588193,-1.6326167814,-0.2913148547,-1.3106842987,-1.8386082892,-1.2257504817,-0.0866035024
135.0,-0.6356626642,0.1808416355,0.5472761109,0.5880993959,-0.1911222571,0.188925815,1.841764144,0.1735664318,-0.3249545332,1.7365637498,0.7214359941,-1.3606763279,2.5621020897,0.9877192992,0.1670960646,2.2422297669,-0.7207577377,-0.5130558879,-1.8151113024,-0.2612605511,-0.203083387,-2.6042911057,0.5183752599,-0.147811384,-1.6000867353,-0.2634353344,-1.2861150119,-1.8335013465,-1.2413240613,-0.1006713172
136.0,-0.6171042708,0.1779471334,0.5357497909,0.5850521344,-0.1933745064,0.2082501713,1.8156334971,0.1809128275,-0.3339422426,1.6989947556,0.6988475231,-1.3764197295,2.6235479565,1.0134699334,0.1980689827,2.2723798082,-0.7707399136,-0.4876653324,-1.8150189305,-0.2555377735,-0.2100412489,-2.5845840877,0.5068442433,-0.1360939567,-1.5645018144,-0.2297297511,-1.2601220869,-1.8484351387,-1.3008340129,-0.0975796724
137.0,-0.5977002555,0.1758751223,0.5240471903,0.5805038833,-0.1963293329,0.2290022412,1.7908532647,0.1916635826,-0.3449635047,1.6628747058,0.6658938654,-1.3753324487,2.6565666877,1.0113688554,0.2230620132,2.3125507345,-0.8210501917,-0.4627047502,-1.8124442387,-0.2486736218,-0.2186471846,-2.5690995038,0.4843599797,-0.1139563155,-1.5270436665,-0.1921144723,-1.2399301566,-1.8805922226,-1.3705468067,-0.0830794213
138.0,-0.5785594651,0.1748401637,0.5124467076,0.5753995231,-0.2002034995,0.2508460311,1.7687858932,0.2035784796,-0.3573277135,1.6286712175,0.6262614295,-1.3608471945,2.6570940746,0.9826901242,0.2378452894,2.3498535448,-0.8509339079,-0.437513608,-1.8069270584,-0.2433086407,-0.2279023586,-2.564062921,0.4585826534,-0.0815598835,-1.4892902418,-0.152933193,-1.231527374,-1.9251068468,-1.4233490763,-0.063334587
139.0,-0.5610228827,0.1750891259,0.501255677,0.5709740238,-0.2052456912,0.2733990329,1.7502308618,0.2149861298,-0.3697218106,1.5959397823,0.5858593257,-1.3425252452,2.623527025,0.9308959473,0.2396127937,2.3762269612,-0.8511013605,-0.4137635942,-1.7982765635,-0.2408022936,-0.2371751185,-2.5728109524,0.4351547487,-0.0396878124,-1.4539701516,-0.1144726324,-1.2369842273,-1.9761233195,-1.445144528,-0.043563395
140.0,-0.5465166484,0.1768695471,0.4907792236,0.5685838342,-0.2117086353,0.2962987506,1.7355864896,0.2245695666,-0.3804700254,1.563186061,0.5516904461,-1.3348428828,2.5566720016,0.861579689,0.2269977194,2.3873314393,-0.8198904713,-0.3940076997,-1.7868101161,-0.2413063033,-0.2461994131,-2.5922335954,0.4145804821,0.0091070436,-1.4251824213,-0.0788870449,-1.2536315111,-2.0276208269,-1.4309819271,-0.0278099218
141.0,-0.5362811311,0.1803265902,0.481291338,0.5694025298,-0.2197440574,0.3192543333,1.7246780066,0.2312490755,-0.3884049512,1.5287789548,0.5287677702,-1.3496446268,2.462206506,0.784515164,0.201991514,2.3817129466,-0.7608948128,-0.3809896705,-1.7733184751,-0.2441230633,-0.2548750417,-2.6136839897,0.3936646716,0.0600009321,-1.4074842705,-0.0482842772,-1.2760051317,-2.0738569383,-1.3821105822,-0.0189766156
142.0,-0.5310256634,0.1853629363,0.4730738913,0.5740268253,-0.2292272973,0.3420002831,1.7160803217,0.234010507,-0.3941694483,1.4929888788,0.5172859764,-1.3857736295,2.356615563,0.718154058,0.1751470507,2.3613743524,-0.6829498371,-0.3773660283,-1.7587214734,-0.2481042901,-0.2631740732,-2.6276376495,0.369648849,0.107089703,-1.4045356197,-0.0245815968,-1.2985832258,-2.1099691685,-1.3056426795,-0.018640024
143.0,-0.530591014,0.1917103767,0.4664176452,0.582060882,-0.2398041931,0.3641192313,1.7066144114,0.2316983065,-0.4005602139,1.4582231691,0.5138650348,-1.4296380853,2.2719694345,0.6932463451,0.171651279,2.3339080773,-0.6016358352,-0.3855127951,-1.7437125358,-0.2518373582,-0.271143365,-2.627395964,0.342680331,0.1451712176,-1.4180732833,-0.00909651,-1.3172403767,-2.1335932448,-1.2164528365,-0.026509321
144.0,-0.5339349425,0.1991417419,0.4609038578,0.5923301817,-0.2515748898,0.3855487995,1.6931779502,0.2247620187,-0.4102898552,1.4270348355,0.5154360349,-1.4662534395,2.2327012216,0.7348095228,0.2136891073,2.3140598254,-0.5400934777,-0.4065951077,-1.7285613854,-0.2534539113,-0.2787302235,-2.6104145859,0.3157148405,0.1706247348,-1.4477138971,-0.0022301463,-1.3291978216,-2.147400376,-1.1389545955,-0.039390863
145.0,-0.5367542824,0.2088977305,0.446631794,0.6037805141,-0.2684812906,0.4116247111,1.6743460923,0.2201112021,-0.4228692454,1.4019706981,0.5256479394,-1.4888600739,2.2232771456,0.8237654339,0.2839752245,2.3127912705,-0.5235379665,-0.433593968,-1.7148501379,-0.2513710573,-0.2814671038,-2.5803435649,0.2930905017,0.1794991149,-1.4848433906,8.63937e-05,-1.3247066718,-2.1634519721,-1.1035168358,-0.0552757387
146.0,-0.5407225549,0.2215758938,0.431260198,0.6155904088,-0.2890094954,0.4370023223,1.6535936689,0.2185881426,-0.4344354017,1.3801464009,0.538401878,-1.4907188865,2.2162054961,0.9318448309,0.3442614908,2.3388917876,-0.5487078408,-0.4698587185,-1.7011216664,-0.2459910189,-0.282625999,-2.5391554007,0.2808204101,0.1756934989,-1.5293903607,-0.0020776325,-1.3149720156,-2.182534024,-1.1206726746,-0.0710796916
147.0,-0.5443841739,0.236614383,0.4145015547,0.6268370609,-0.3125695677,0.4615947223,1.6332834186,0.2201352072,-0.4433907805,1.3594488567,0.553071851,-1.4725644139,2.1994904179,1.0363729173,0.3762407437,2.3770097613,-0.5919955895,-0.5119021273,-1.6882445336,-0.2391054656,-0.2815972594,-2.4946698289,0.2834920151,0.1628472258,-1.57686628,-0.0059248587,-1.3068417947,-2.1970483132,-1.1764845756,-0.0891179167
148.0,-0.5465272607,0.2534175058,0.3964580705,0.6368004644,-0.3383462604,0.4851209669,1.6153123374,0.22357027,-0.4488955322,1.3369101912,0.5697595444,-1.4393701675,2.1696658221,1.12458056,0.3737705604,2.4097263227,-0.6295682714,-0.5557560139,-1.6771200988,-0.2331716096,-0.2781214486,-2.4564831875,0.3039652382,0.1462972622,-1.6231941783,-0.009144237,-1.306795092,-2.1963117619,-1.2470065976,-0.1117061114
149.0,-0.5461910244,0.2714054782,0.3773898868,0.6449507014,-0.3654797539,0.5072270746,1.6007991187,0.2279352436,-0.4502692281,1.3088491225,0.5893922147,-1.3998563601,2.1265476522,1.1889742984,0.3363676975,2.4265477935,-0.6472536705,-0.5979747768,-1.6682630473,-0.2299122681,-0.2725922448,-2.4326811406,0.3421859069,0.1310533485,-1.6651816831,-0.0109297544,-1.3166500004,-2.1742505886,-1.3125664372,-0.1383885115
150.0,-0.5426663986,0.2900154841,0.3576088846,0.6508994946,-0.3931323317,0.527554441,1.5902839144,0.2326745644,-0.446951688,1.2713082098,0.6130536545,-1.3639873053,2.071405086,1.2247562293,0.266456254,2.4231451846,-0.638707219,-0.6359774118,-1.6621402149,-0.2299377998,-0.2658078018,-2.4253187959,0.3933960325,0.1191698386,-1.7002845197,-0.0119342584,-1.3324430123,-2.1296668252,-1.3603208341,-0.1667410632
151.0,-0.5355185372,0.3087019793,0.3374245944,0.6543658131,-0.4205195314,0.5457813607,1.5837872086,0.2376282965,-0.4389317748,1.2214647455,0.6400105702,-1.3379438169,2.0068678379,1.2294016698,0.1691293626,2.3994157654,-0.6026279833,-0.6679707556,-1.6593249772,-0.2329250096,-0.258573136,-2.4298529666,0.4481669904,0.1095390334,-1.7263762435,-0.0133321942,-1.347335055,-2.0644883578,-1.3829731934,-0.1935788762
152.0,-0.5246123346,0.3269309064,0.3171180376,0.6551673739,-0.4469145006,0.5616466689,1.5805990587,0.2429464983,-0.4271635673,1.1594417965,0.6658274595,-1.3206293744,1.9378705257,1.2048303829,0.0535725569,2.3591030055,-0.5419909296,-0.6931129582,-1.6601585935,-0.2380119705,-0.2515203327,-2.4393486915,0.4955862238,0.1002248188,-1.7419612128,-0.01597813,-1.3552036057,-1.9827749598,-1.3779939805,-0.2156019726
153.0,-0.5101102134,0.344175151,0.2969426842,0.6532362458,-0.4716303087,0.5749510594,1.5789714449,0.2485551607,-0.4134729035,1.0885776629,0.6832413858,-1.3061585058,1.8734406511,1.1639040795,-0.0645912484,2.3110979362,-0.4652564211,-0.7124549941,-1.6644148104,-0.2440327129,-0.2450788019,-2.4483324378,0.526581634,0.0902975813,-1.7464673399,-0.020119775,-1.3525826362,-1.8905090605,-1.3484241277,-0.2297038968
154.0,-0.4924272186,0.3599254899,0.2771432877,0.6486359037,-0.4940010085,0.5855402821,1.5759927316,0.2532483997,-0.3999220667,1.0139504097,0.6852189611,-1.2888998176,1.8275871478,1.1397537174,-0.1637307063,2.2712593074,-0.3881378232,-0.7307643924,-1.671258878,-0.2494454878,-0.2394650312,-2.4540429583,0.5352954727,0.0802072707,-1.7403325426,-0.0254843741,-1.3391681725,-1.7953457741,-1.3052395111,-0.2332583386
155.0,-0.4721585101,0.3737287228,0.2579829502,0.6415391244,-0.5134010465,0.5932948028,1.568543522,0.2553456738,-0.387589666,0.9410839724,0.6672210422,-1.2656741489,1.8122476418,1.1728539031,-0.2280773135,2.2596310852,-0.3304924654,-0.756839614,-1.679478695,-0.2522782429,-0.234677181,-2.4563624979,0.5193101093,0.071568163,-1.7248853937,-0.0314779081,-1.3176878281,-1.7050012341,-1.2685603583,-0.2244750322
156.0,-0.4500159358,0.3852338525,0.2397745426,0.6321597219,-0.5293082354,0.5981462104,1.5558158648,0.2559361882,-0.3762178914,0.8756828852,0.6278634691,-1.2353344222,1.8234047522,1.2581922857,-0.2599434084,2.2855910506,-0.30197181,-0.7962078944,-1.6878446387,-0.250873069,-0.2305362531,-2.457773531,0.4799855578,0.0669887589,-1.7021105213,-0.0374005053,-1.2934569323,-1.6241741775,-1.2594865785,-0.2025522653
157.0,-0.4267874776,0.3941986046,0.222899924,0.6206962801,-0.5413303405,0.6000967262,1.5399092851,0.257355434,-0.3660930194,0.8235827298,0.5689817589,-1.1983318853,1.8469424959,1.3548961538,-0.2673590647,2.3357787267,-0.2931476428,-0.8418620849,-1.695148694,-0.2454859938,-0.226772617,-2.4637527939,0.423136489,0.0700122083,-1.6743852055,-0.0426825724,-1.2733235532,-1.5545627307,-1.2816368713,-0.1678492935
158.0,-0.4033164849,0.400455763,0.2077966581,0.6073252805,-0.5491887561,0.5992240173,1.5236628669,0.2604992673,-0.3581266998,0.7898013125,0.4954165414,-1.1575588707,1.871205352,1.4321610993,-0.2559365771,2.3882186239,-0.2894444823,-0.88053031,-1.6999169898,-0.2383980913,-0.2231160263,-2.4825313617,0.3584173223,0.0847308077,-1.6443122239,-0.047194066,-1.2633297496,-1.4988077535,-1.3184615346,-0.1227053217
159.0,-0.3804766725,0.4038922806,0.1949125143,0.5922215859,-0.5527062351,0.5956702196,1.5093522229,0.2652652412,-0.3527967604,0.7765799535,0.4142775985,-1.1196928185,1.8887497333,1.4751609216,-0.2300312333,2.4273798006,-0.2819867033,-0.9022521296,-1.7007406193,-0.2320358224,-0.2193886215,-2.5210461735,0.294793122,0.1139847082,-1.6147831957,-0.0514864283,-1.2656223143,-1.4605083303,-1.3503141457,-0.0713660968
160.0,-0.3591194358,0.4044673309,0.1846379265,0.5755860288,-0.5518050856,0.5896199138,1.4987465746,0.2712156716,-0.3498423921,0.7816824932,0.3333736389,-1.0953590256,1.8947264353,1.4780777103,-0.1936779183,2.4459024347,-0.2674367631,-0.9019935107,-1.697155997,-0.2276198249,-0.215417703,-2.5769992877,0.2346414467,0.1561170872,-1.5890483151,-0.0566615621,-1.2771905656,-1.4418135209,-1.3645655647,-0.0187104971
161.0,-0.3400161317,0.4022493082,0.1772288104,0.5576767812,-0.5465164682,0.5812724442,1.4932147298,0.2778766521,-0.3485263311,0.7993788556,0.2590652876,-1.096230491,1.8859022052,1.4400860478,-0.1507699291,2.442282167,-0.24575439,-0.8781064771,-1.689893882,-0.2252880978,-0.2108813856,-2.6372359425,0.175015138,0.2042575076,-1.5703425882,-0.0639316341,-1.2916983846,-1.4426421603,-1.3558634294,0.0307774629
162.0,-0.3238359907,0.3974566455,0.1727436971,0.5388507077,-0.537007948,0.5708129184,1.4933159004,0.2847369395,-0.3481979863,0.8254209577,0.1952664623,-1.128535695,1.8607678241,1.3652460265,-0.1048426527,2.4197104313,-0.2191784,-0.831241089,-1.6802119213,-0.2247940131,-0.2053930151,-2.6860867604,0.1138726906,0.2499555659,-1.5612091697,-0.0742193768,-1.3024720261,-1.4608983356,-1.324534747,0.0735528692
163.0,-0.311181321,0.390509,0.1710067183,0.5196206875,-0.5236445869,0.5583972304,1.4982676079,0.2908524492,-0.3487510685,0.8609491796,0.1449259503,-1.1879596538,1.8208594947,1.2661551435,-0.0579795714,2.3866961568,-0.1924655414,-0.7643951234,-1.669308617,-0.2257590517,-0.198657518,-2.7125090382,0.0526375633,0.2866353463,-1.563015893,-0.0879773075,-1.3045846226,-1.4926126736,-1.2763644716,0.107529619
164.0,-0.3026710618,0.3820937709,0.1715862789,0.5007183227,-0.5070910362,0.5441753262,1.5058670737,0.2942678419,-0.3506220635,0.9096944455,0.1113740238,-1.2622229851,1.7730409465,1.1708409488,-0.0076056612,2.3586704775,-0.1737909662,-0.6835364106,-1.658185228,-0.2275111616,-0.1905579767,-2.7116574699,-0.0046212796,0.3106329641,-1.5758404392,-0.1051721746,-1.2957337376,-1.5319940364,-1.2236736715,0.1329009574
165.0,-0.2990423569,0.3732260167,0.1737954435,0.4831347751,-0.4884240051,0.5283519197,1.5131151588,0.29222785,-0.354700624,0.9735446481,0.0973632018,-1.3376727275,1.7284863155,1.1211803793,0.0569901174,2.3567967428,-0.1740947022,-0.5963217434,-1.647628321,-0.2289839895,-0.1811857313,-2.6841713967,-0.0524000761,0.3210956174,-1.5986179278,-0.1253207966,-1.2764800497,-1.5721470077,-1.1851725076,0.152753826
166.0,-0.3012218861,0.3652427148,0.1767434609,0.4681057408,-0.4691647229,0.5112309792,1.5184099046,0.2839263806,-0.3615134642,1.0515268847,0.1035840332,-1.4032395507,1.6913510042,1.135143441,0.1420677228,2.3954385094,-0.2000729666,-0.5064983384,-1.638067236,-0.2292265442,-0.1707015566,-2.6356662901,-0.084571862,0.3199589379,-1.6294310867,-0.1475195621,-1.2502213166,-1.6070267012,-1.1790211125,0.1713070592
167.0,-0.3102582682,0.359648135,0.1794624297,0.4570090941,-0.4510902648,0.4931666373,1.5231366045,0.2716840501,-0.3697930932,1.1406685681,0.1283109257,-1.4513570186,1.6566025772,1.1835369033,0.2304382187,2.4651330203,-0.2449038632,-0.4120105153,-1.6294033099,-0.2284786265,-0.1590274396,-2.5769286568,-0.0951194401,0.3123556387,-1.6658835376,-0.1705296276,-1.2226285657,-1.6330192186,-1.2093640647,0.1891730247
168.0,-0.3269847946,0.3577545813,0.1811086831,0.4510958461,-0.4357884593,0.4744022398,1.5297894278,0.2576470156,-0.3773891276,1.2368554511,0.1680380776,-1.4781127258,1.6223874195,1.2330042191,0.2995940709,2.5408812819,-0.2935227712,-0.3126437817,-1.6210403319,-0.2283455415,-0.1459381644,-2.5237349551,-0.0790765375,0.3068585667,-1.7054585988,-0.1930234691,-1.1997787927,-1.6484984942,-1.2633090266,0.202291727
169.0,-0.3514799361,0.3602234963,0.1811823867,0.451031455,-0.4241528514,0.4548996661,1.5401195426,0.2429568012,-0.3823128977,1.3354328967,0.2182568552,-1.4836788053,1.5909428879,1.2659461629,0.3367807963,2.6018069824,-0.3338228568,-0.2127676981,-1.6123051389,-0.2307440953,-0.1315178936,-2.4924184058,-0.0335910896,0.3131745265,-1.7456874915,-0.2138533594,-1.1851633729,-1.6533284014,-1.3223987079,0.2065418048
170.0,-0.3826472317,0.3668264282,0.1796304448,0.4565317563,-0.4161246881,0.4343052155,1.5548870981,0.2283450249,-0.3829354621,1.4319054752,0.2741964205,-1.4722684801,1.5655122203,1.2754639677,0.3376700701,2.6364801904,-0.3593305041,-0.1182645203,-1.6035123489,-0.2370217974,-0.1160409046,-2.4881408987,0.040202792,0.3354132911,-1.7841078371,-0.2321144964,-1.1777682818,-1.6487185037,-1.3715166349,0.2007456855
171.0,-0.4182483511,0.3766555541,0.1767506374,0.4664062372,-0.4108832775,0.4121062755,1.5741678626,0.2143997545,-0.378029351,1.5227115032,0.3314488611,-1.4507713479,1.5490457339,1.2599195284,0.3029691881,2.6403861153,-0.3674540185,-0.0343998487,-1.5965716566,-0.2475882677,-0.0995790109,-2.4988969956,0.1344277044,0.3680551977,-1.8183402138,-0.2470726413,-1.17299128,-1.6366499953,-1.4009794435,0.186493452
